"student_id","name","total_enrollments","avg_completion_pct","engagement_segment"
"STU01289","Arif Pertiwi",2,72.00,"Low Engagement"
"STU01118","Eka Santoso",2,54.00,"Low Engagement"
"STU00576","Eko Pratama",2,28.00,"Low Engagement"
"STU00546","Umi Saputra",4,81.25,"Focused Learner"
"STU01645","Yuni Pertiwi",11,52.73,"At Risk"
"STU00521","Citra Kurniawan",3,73.67,"Low Engagement"
"STU02356","Hana Cahyani",5,16.20,"Low Engagement"
"STU01846","Adi Susanto",3,58.00,"Low Engagement"
"STU01662","Andi Ramadhan",10,53.40,"At Risk"
"STU02081","Putra Mahendra",7,31.86,"Low Engagement"
"STU00263","Hendra Nugroho",3,39.00,"Low Engagement"
"STU00379","Putra Hidayat",8,61.88,"At Risk"
"STU01191","Sinta Setyowati",4,67.25,"Low Engagement"
"STU00506","Vina Kurniawan",3,58.33,"Low Engagement"
"STU01580","Winda Hakim",5,46.60,"Low Engagement"
"STU00840","Vina Anggara",3,29.00,"Low Engagement"
"STU00644","Ayu Kusuma",8,26.38,"At Risk"
"STU02308","Arif Susanto",3,76.33,"Low Engagement"
"STU02657","Eka Setiawan",6,38.67,"Low Engagement"
"STU02405","Arif Lestari",0,0.00,"Inactive"
"STU01618","Budi Damayanti",4,64.25,"Low Engagement"
"STU02384","Gita Iskandar",2,43.50,"Low Engagement"
"STU00281","Fajar Ramadhan",2,30.00,"Low Engagement"
"STU00681","Bagus Kusuma",2,100.00,"Focused Learner"
"STU02466","Ferdi Pratama",4,46.50,"Low Engagement"
"STU02167","Yoga Iskandar",4,32.25,"Low Engagement"
"STU00192","Galih Wulandari",4,32.50,"Low Engagement"
"STU01676","Citra Pertiwi",0,0.00,"Inactive"
"STU01503","Yuni Nugroho",1,97.00,"Focused Learner"
"STU02048","Indah Nugroho",1,0.00,"Low Engagement"
"STU00403","Reno Wijaya",2,52.00,"Low Engagement"
"STU00233","Yoga Kusuma",3,74.67,"Low Engagement"
"STU01963","Olivia Anggraini",4,22.75,"Low Engagement"
"STU02135","Tia Cahyani",3,19.67,"Low Engagement"
"STU01937","Tia Kurniawan",2,27.50,"Low Engagement"
"STU01513","Yuni Hapsari",1,1.00,"Low Engagement"
"STU01860","Andi Nugroho",11,49.91,"At Risk"
"STU01014","Vina Anggara",3,64.33,"Low Engagement"
"STU00989","Indah Hidayat",9,58.00,"At Risk"
"STU02070","Wahyu Anggraini",11,57.36,"At Risk"
"STU00726","Mawar Pratama",2,50.50,"Low Engagement"
"STU00648","Galih Kusuma",0,0.00,"Inactive"
"STU00166","Yuni Nugroho",6,52.50,"Low Engagement"
"STU00252","Sinta Nugroho",0,0.00,"Inactive"
"STU02041","Umi Pramudita",1,100.00,"Focused Learner"
"STU00866","Reno Hidayat",0,0.00,"Inactive"
"STU00106","Arif Wijaya",11,66.64,"At Risk"
"STU02015","Galih Saputra",6,33.67,"Low Engagement"
"STU02526","Putra Pertiwi",3,73.33,"Low Engagement"
"STU02493","Putri Wibowo",3,35.00,"Low Engagement"
"STU01387","Dito Hakim",10,68.50,"At Risk"
"STU00492","Ratna Yusuf",0,0.00,"Inactive"
"STU00873","Putri Kusuma",9,61.56,"At Risk"
"STU00619","Reza Anggara",0,0.00,"Inactive"
"STU00161","Panji Kusuma",5,38.40,"Low Engagement"
"STU00119","Tia Wulandari",3,100.00,"Focused Learner"
"STU01898","Permata Kusuma",0,0.00,"Inactive"
"STU01658","Permata Yusuf",3,80.00,"Focused Learner"
"STU00276","Dimas Iskandar",3,62.00,"Low Engagement"
"STU01031","Putra Nugroho",5,19.80,"Low Engagement"
"STU01092","Intan Yusuf",1,51.00,"Low Engagement"
"STU00188","Hendra Lestari",1,70.00,"Low Engagement"
"STU02497","Diah Mahendra",3,9.33,"Low Engagement"
"STU01680","Hendra Anggara",0,0.00,"Inactive"
"STU02150","Hendra Pratama",6,40.00,"Low Engagement"
"STU00512","Wahyu Anggraini",1,29.00,"Low Engagement"
"STU00762","Aditya Mahendra",1,1.00,"Low Engagement"
"STU00422","Umi Anggara",5,31.80,"Low Engagement"
"STU01207","Rahmat Pratama",2,58.00,"Low Engagement"
"STU02024","Umi Iskandar",11,75.27,"At Risk"
"STU02897","Aditya Setiawan",4,52.50,"Low Engagement"
"STU00421","Mega Putra",9,63.67,"At Risk"
"STU00354","Dimas Anggara",5,15.60,"Low Engagement"
"STU02727","Vina Setyowati",0,0.00,"Inactive"
"STU01927","Nita Yusuf",5,33.60,"Low Engagement"
"STU01060","Naufal Kurniawan",1,100.00,"Focused Learner"
"STU02764","Yoga Pratama",2,76.00,"Low Engagement"
"STU00046","Satria Setyowati",8,49.63,"At Risk"
"STU01478","Putri Putra",1,100.00,"Focused Learner"
"STU00965","Nita Hidayat",1,100.00,"Focused Learner"
"STU00662","Reno Yusuf",5,56.20,"Low Engagement"
"STU02385","Dimas Lestari",10,61.10,"At Risk"
"STU01630","Budi Kusuma",2,59.00,"Low Engagement"
"STU01773","Sinta Kurniawan",4,29.00,"Low Engagement"
"STU02626","Galih Pramudita",7,46.86,"Low Engagement"
"STU02087","Intan Iskandar",0,0.00,"Inactive"
"STU02685","Fitri Ramadhan",6,20.17,"Low Engagement"
"STU02007","Siti Setiawan",2,2.50,"Low Engagement"
"STU02314","Luthfi Wibowo",0,0.00,"Inactive"
"STU02606","Satria Susanto",0,0.00,"Inactive"
"STU01161","Gita Lestari",2,90.00,"Focused Learner"
"STU01046","Krisna Permadi",2,83.50,"Focused Learner"
"STU00900","Adi Cahyani",5,55.40,"Low Engagement"
"STU01631","Ratna Wibowo",5,60.40,"Low Engagement"
"STU01136","Naufal Pratama",3,38.00,"Low Engagement"
"STU01690","Luthfi Maulana",3,74.33,"Low Engagement"
"STU01926","Eko Nugroho",3,90.33,"Focused Learner"
"STU02354","Yoga Anggara",8,42.88,"At Risk"
"STU01474","Andi Putra",0,0.00,"Inactive"
"STU00650","Bagus Santoso",2,18.00,"Low Engagement"
"STU02428","Satria Nugroho",10,55.30,"At Risk"
"STU01467","Rahmat Santoso",11,53.27,"At Risk"
"STU00854","Budi Rahmawati",5,50.80,"Low Engagement"
"STU02451","Eka Yusuf",11,49.55,"At Risk"
"STU00941","Surya Rahmawati",0,0.00,"Inactive"
"STU01821","Iqbal Kurniawan",3,98.67,"Focused Learner"
"STU02509","Lestari Cahyani",2,8.00,"Low Engagement"
"STU01616","Zahra Nugroho",3,58.00,"Low Engagement"
"STU00084","Indah Saputra",1,0.00,"Low Engagement"
"STU02412","Reno Kusuma",11,79.00,"At Risk"
"STU00329","Intan Cahyani",2,54.50,"Low Engagement"
"STU02291","Lestari Kurniawan",0,0.00,"Inactive"
"STU01574","Siti Wijaya",0,0.00,"Inactive"
"STU02548","Dimas Wibowo",4,62.00,"Low Engagement"
"STU01861","Rahmat Santoso",3,58.67,"Low Engagement"
"STU00337","Bagus Pratama",3,70.33,"Low Engagement"
"STU00033","Arif Wibowo",2,88.50,"Focused Learner"
"STU01611","Iqbal Kusuma",0,0.00,"Inactive"
"STU01408","Kirana Rahmawati",1,93.00,"Focused Learner"
"STU00987","Tia Saputra",5,53.80,"Low Engagement"
"STU02661","Naufal Ramadhan",2,100.00,"Focused Learner"
"STU02633","Satria Rahmawati",1,43.00,"Low Engagement"
"STU02117","Eko Iskandar",2,95.00,"Focused Learner"
"STU02663","Andi Mahendra",0,0.00,"Inactive"
"STU00969","Aditya Hapsari",1,87.00,"Focused Learner"
"STU00690","Satria Damayanti",6,17.83,"Low Engagement"
"STU01004","Sinta Susanto",2,37.50,"Low Engagement"
"STU00365","Eka Hidayat",1,100.00,"Focused Learner"
"STU00534","Mega Pertiwi",6,48.33,"Low Engagement"
"STU01461","Krisna Hidayat",1,100.00,"Focused Learner"
"STU02936","Eka Susanto",3,43.00,"Low Engagement"
"STU02822","Dito Setiawan",3,56.33,"Low Engagement"
"STU01101","Hendra Saputra",2,56.50,"Low Engagement"
"STU02153","Gilang Kusuma",10,50.70,"At Risk"
"STU00652","Eka Lestari",3,35.33,"Low Engagement"
"STU01401","Yoga Pertiwi",3,96.33,"Focused Learner"
"STU01865","Andi Kurniawan",6,37.00,"Low Engagement"
"STU00573","Fitri Maulana",2,54.50,"Low Engagement"
"STU02054","Sinta Anggraini",2,74.00,"Low Engagement"
"STU02518","Budi Nugroho",11,69.00,"At Risk"
"STU00079","Bagus Anggraini",1,79.00,"Low Engagement"
"STU01117","Rahmat Pertiwi",9,58.56,"At Risk"
"STU00932","Lestari Anggara",6,68.00,"Low Engagement"
"STU02627","Naufal Damayanti",0,0.00,"Inactive"
"STU02585","Umi Pertiwi",1,8.00,"Low Engagement"
"STU01583","Hendra Permadi",3,33.00,"Low Engagement"
"STU02603","Sari Yusuf",7,18.00,"Low Engagement"
"STU01215","Gilang Rahmawati",3,59.67,"Low Engagement"
"STU00453","Intan Damayanti",6,35.83,"Low Engagement"
"STU02608","Indah Susanto",5,32.60,"Low Engagement"
"STU00340","Ayu Ramadhan",3,45.67,"Low Engagement"
"STU02902","Vina Setiawan",1,100.00,"Focused Learner"
"STU00356","Eko Hidayat",3,73.00,"Low Engagement"
"STU02287","Olivia Kurniawan",2,6.00,"Low Engagement"
"STU02584","Adi Hidayat",6,53.33,"Low Engagement"
"STU00727","Surya Hapsari",8,57.50,"At Risk"
"STU01756","Putra Permadi",3,69.00,"Low Engagement"
"STU00165","Olivia Setiawan",3,97.67,"Focused Learner"
"STU00005","Siti Mahendra",0,0.00,"Inactive"
"STU01227","Bayu Pratama",1,64.00,"Low Engagement"
"STU00151","Umi Santoso",4,92.50,"Focused Learner"
"STU03000","Winda Pratama",1,100.00,"Focused Learner"
"STU02382","Aditya Mahendra",0,0.00,"Inactive"
"STU02146","Hana Mahendra",3,34.67,"Low Engagement"
"STU01327","Dito Pramudita",0,0.00,"Inactive"
"STU02365","Vina Pratama",6,67.17,"Low Engagement"
"STU02835","Yuni Hidayat",6,65.33,"Low Engagement"
"STU00679","Citra Susanto",9,64.44,"At Risk"
"STU02468","Yoga Pertiwi",1,9.00,"Low Engagement"
"STU02112","Tia Hidayat",2,50.50,"Low Engagement"
"STU02802","Luthfi Kusuma",2,29.50,"Low Engagement"
"STU00676","Nita Hapsari",2,63.50,"Low Engagement"
"STU00545","Lestari Saputra",2,27.50,"Low Engagement"
"STU01367","Fajar Rahmawati",7,45.71,"Low Engagement"
"STU02317","Nadia Wijaya",3,83.67,"Focused Learner"
"STU00893","Gita Cahyani",3,60.00,"Low Engagement"
"STU01464","Bayu Kusuma",0,0.00,"Inactive"
"STU02690","Indah Anggraini",0,0.00,"Inactive"
"STU01931","Permata Hapsari",0,0.00,"Inactive"
"STU00357","Olivia Saputra",1,30.00,"Low Engagement"
"STU02928","Mega Kurniawan",6,15.67,"Low Engagement"
"STU01970","Krisna Saputra",4,51.50,"Low Engagement"
"STU02099","Siti Setyowati",0,0.00,"Inactive"
"STU02233","Budi Rahmawati",3,69.00,"Low Engagement"
"STU02557","Citra Nugroho",5,61.80,"Low Engagement"
"STU02420","Panji Wibowo",5,68.80,"Low Engagement"
"STU02124","Budi Wibowo",2,1.50,"Low Engagement"
"STU02162","Dimas Setyowati",7,51.29,"Low Engagement"
"STU00601","Hadi Hapsari",6,52.83,"Low Engagement"
"STU02965","Tia Pertiwi",3,63.33,"Low Engagement"
"STU02088","Yoga Wijaya",11,50.00,"At Risk"
"STU00260","Rizky Nugroho",3,46.67,"Low Engagement"
"STU01989","Fitri Pratama",2,94.00,"Focused Learner"
"STU01016","Dito Kurniawan",0,0.00,"Inactive"
"STU00038","Bayu Pramudita",3,38.00,"Low Engagement"
"STU02197","Dito Damayanti",2,59.50,"Low Engagement"
"STU02745","Nadia Putra",2,100.00,"Focused Learner"
"STU02032","Galih Nugroho",5,55.00,"Low Engagement"
"STU01320","Nadia Hakim",6,72.33,"Low Engagement"
"STU02275","Tia Iskandar",6,55.00,"Low Engagement"
"STU00175","Mega Iskandar",1,1.00,"Low Engagement"
"STU01276","Ratna Pertiwi",1,100.00,"Focused Learner"
"STU00104","Wahyu Wijaya",3,46.33,"Low Engagement"
"STU00035","Budi Setyowati",3,100.00,"Focused Learner"
"STU00807","Krisna Mahendra",9,33.11,"At Risk"
"STU02508","Sinta Rahmawati",1,16.00,"Low Engagement"
"STU00485","Rahmat Cahyani",2,21.50,"Low Engagement"
"STU01378","Nita Hakim",2,72.50,"Low Engagement"
"STU01536","Mega Wulandari",2,96.50,"Focused Learner"
"STU02487","Dewi Mahendra",0,0.00,"Inactive"
"STU01765","Galih Rahmawati",5,56.40,"Low Engagement"
"STU00396","Bayu Anggara",5,69.60,"Low Engagement"
"STU00120","Ratna Wijaya",3,81.00,"Focused Learner"
"STU00111","Indah Kusuma",4,37.50,"Low Engagement"
"STU00239","Sinta Kusuma",5,55.20,"Low Engagement"
"STU01887","Naufal Kusuma",0,0.00,"Inactive"
"STU01022","Diah Mahendra",0,0.00,"Inactive"
"STU01324","Nadia Permadi",11,53.36,"At Risk"
"STU02703","Ayu Damayanti",2,85.50,"Focused Learner"
"STU00032","Bagus Iskandar",0,0.00,"Inactive"
"STU01569","Fajar Lestari",4,66.75,"Low Engagement"
"STU02378","Siti Anggara",3,48.33,"Low Engagement"
"STU02028","Budi Hapsari",7,61.71,"Low Engagement"
"STU00696","Reza Kusuma",0,0.00,"Inactive"
"STU00847","Mawar Mahendra",3,29.33,"Low Engagement"
"STU00839","Olivia Hapsari",1,66.00,"Low Engagement"
"STU02052","Umi Pratama",3,35.33,"Low Engagement"
"STU01817","Sari Rahmawati",5,41.00,"Low Engagement"
"STU02572","Sinta Hakim",2,51.50,"Low Engagement"
"STU02114","Kirana Pratama",1,13.00,"Low Engagement"
"STU01424","Nadia Permadi",6,34.33,"Low Engagement"
"STU00856","Ratna Kusuma",11,56.09,"At Risk"
"STU00194","Reza Maulana",1,7.00,"Low Engagement"
"STU01135","Olivia Lestari",3,30.00,"Low Engagement"
"STU02953","Ratna Hidayat",2,60.00,"Low Engagement"
"STU02446","Satria Putra",3,21.33,"Low Engagement"
"STU02000","Kirana Cahyani",3,88.67,"Focused Learner"
"STU01421","Hadi Santoso",6,35.50,"Low Engagement"
"STU02590","Zahra Hakim",2,88.00,"Focused Learner"
"STU02842","Andi Nugroho",0,0.00,"Inactive"
"STU00810","Gilang Cahyani",0,0.00,"Inactive"
"STU01742","Gita Nugroho",2,35.50,"Low Engagement"
"STU01575","Gita Kusuma",8,48.88,"At Risk"
"STU01349","Dito Hidayat",2,75.50,"Low Engagement"
"STU01514","Dewi Kusuma",6,49.83,"Low Engagement"
"STU00022","Mawar Pramudita",6,51.17,"Low Engagement"
"STU00975","Yoga Cahyani",11,41.64,"At Risk"
"STU01436","Reza Iskandar",0,0.00,"Inactive"
"STU02273","Ferdi Anggraini",3,97.67,"Focused Learner"
"STU02552","Maya Damayanti",2,52.50,"Low Engagement"
"STU01559","Arif Damayanti",2,48.00,"Low Engagement"
"STU02235","Indah Anggara",3,62.00,"Low Engagement"
"STU02510","Siti Susanto",3,85.33,"Focused Learner"
"STU01370","Mawar Permadi",11,50.27,"At Risk"
"STU00040","Umi Nugroho",3,54.33,"Low Engagement"
"STU02193","Eko Setiawan",7,61.71,"Low Engagement"
"STU01504","Zahra Lestari",7,60.00,"Low Engagement"
"STU02864","Bayu Pratama",1,8.00,"Low Engagement"
"STU01011","Indah Pratama",6,80.33,"Focused Learner"
"STU00751","Ratna Pratama",3,32.67,"Low Engagement"
"STU00671","Luthfi Putra",2,53.50,"Low Engagement"
"STU01889","Ayu Santoso",3,68.33,"Low Engagement"
"STU01704","Dimas Hapsari",5,46.60,"Low Engagement"
"STU01582","Mawar Anggraini",1,44.00,"Low Engagement"
"STU01098","Lestari Ramadhan",3,36.00,"Low Engagement"
"STU01794","Galih Ramadhan",0,0.00,"Inactive"
"STU01017","Bagus Wijaya",2,51.00,"Low Engagement"
"STU00890","Vina Pramudita",1,100.00,"Focused Learner"
"STU02760","Olivia Permadi",3,30.67,"Low Engagement"
"STU00375","Arif Wijaya",3,44.67,"Low Engagement"
"STU02211","Sinta Maulana",0,0.00,"Inactive"
"STU02583","Permata Pratama",5,59.20,"Low Engagement"
"STU02559","Indah Cahyani",3,100.00,"Focused Learner"
"STU00481","Krisna Hapsari",10,62.90,"At Risk"
"STU02536","Panji Anggraini",7,70.14,"Low Engagement"
"STU01045","Naufal Saputra",1,100.00,"Focused Learner"
"STU02208","Krisna Setiawan",1,92.00,"Focused Learner"
"STU01297","Wahyu Nugroho",6,35.00,"Low Engagement"
"STU00232","Aditya Pramudita",1,2.00,"Low Engagement"
"STU00803","Dito Setiawan",0,0.00,"Inactive"
"STU02137","Ayu Pratama",2,95.00,"Focused Learner"
"STU00270","Putra Setiawan",4,69.25,"Low Engagement"
"STU00215","Rahmat Hidayat",7,52.14,"Low Engagement"
"STU01141","Krisna Susanto",3,37.33,"Low Engagement"
"STU01001","Reno Iskandar",6,40.50,"Low Engagement"
"STU02059","Ratna Kurniawan",4,52.50,"Low Engagement"
"STU00857","Indah Anggraini",0,0.00,"Inactive"
"STU02358","Eka Cahyani",5,62.80,"Low Engagement"
"STU01902","Adi Kurniawan",2,41.00,"Low Engagement"
"STU02675","Luthfi Iskandar",3,66.67,"Low Engagement"
"STU01653","Aditya Hidayat",4,66.50,"Low Engagement"
"STU01263","Indah Saputra",3,69.67,"Low Engagement"
"STU02893","Rizky Hakim",0,0.00,"Inactive"
"STU02040","Tia Anggraini",2,52.50,"Low Engagement"
"STU00443","Dimas Saputra",3,48.67,"Low Engagement"
"STU00775","Yuni Kusuma",2,31.00,"Low Engagement"
"STU02026","Reza Saputra",3,95.67,"Focused Learner"
"STU00064","Dito Hakim",1,100.00,"Focused Learner"
"STU00869","Sari Hapsari",0,0.00,"Inactive"
"STU00184","Ferdi Hidayat",6,43.00,"Low Engagement"
"STU02290","Dewi Rahmawati",6,30.17,"Low Engagement"
"STU00737","Aditya Maulana",0,0.00,"Inactive"
"STU02629","Mega Hidayat",3,23.33,"Low Engagement"
"STU02470","Bayu Anggara",11,45.00,"At Risk"
"STU00237","Bagus Cahyani",4,82.50,"Focused Learner"
"STU02252","Yuni Mahendra",0,0.00,"Inactive"
"STU02172","Bayu Anggara",3,96.00,"Focused Learner"
"STU00985","Putri Wulandari",6,64.17,"Low Engagement"
"STU01587","Ferdi Iskandar",0,0.00,"Inactive"
"STU01888","Reno Rahmawati",1,34.00,"Low Engagement"
"STU02863","Fajar Santoso",0,0.00,"Inactive"
"STU00771","Putra Cahyani",2,33.50,"Low Engagement"
"STU00311","Tia Pramudita",11,46.45,"At Risk"
"STU02488","Arif Susanto",5,80.40,"Focused Learner"
"STU00725","Putri Kusuma",2,35.00,"Low Engagement"
"STU02925","Nadia Rahmawati",5,40.20,"Low Engagement"
"STU00045","Iqbal Damayanti",10,49.10,"At Risk"
"STU02187","Ratna Hapsari",5,78.60,"Low Engagement"
"STU00827","Wahyu Pertiwi",0,0.00,"Inactive"
"STU00098","Intan Rahmawati",0,0.00,"Inactive"
"STU01010","Gita Wulandari",1,36.00,"Low Engagement"
"STU01527","Aditya Setiawan",9,39.78,"At Risk"
"STU01543","Budi Yusuf",6,52.00,"Low Engagement"
"STU02178","Hadi Damayanti",2,7.00,"Low Engagement"
"STU02818","Surya Wijaya",6,45.33,"Low Engagement"
"STU02212","Ratna Hapsari",4,35.25,"Low Engagement"
"STU01165","Dewi Pertiwi",6,31.67,"Low Engagement"
"STU00226","Sari Kusuma",3,67.33,"Low Engagement"
"STU01481","Indah Hidayat",0,0.00,"Inactive"
"STU02637","Fajar Setyowati",3,34.33,"Low Engagement"
"STU01844","Mega Anggraini",2,61.50,"Low Engagement"
"STU02284","Indah Permadi",0,0.00,"Inactive"
"STU00732","Indah Setiawan",3,69.67,"Low Engagement"
"STU00368","Indah Pramudita",5,29.60,"Low Engagement"
"STU02959","Siti Pramudita",2,52.00,"Low Engagement"
"STU01189","Citra Rahmawati",2,24.00,"Low Engagement"
"STU02799","Bagus Maulana",1,28.00,"Low Engagement"
"STU01252","Zahra Rahmawati",6,64.00,"Low Engagement"
"STU01057","Umi Putra",4,91.25,"Focused Learner"
"STU00905","Diah Rahmawati",6,45.17,"Low Engagement"
"STU01570","Arif Damayanti",1,0.00,"Low Engagement"
"STU01881","Wahyu Permadi",5,77.00,"Low Engagement"
"STU02632","Maya Wibowo",7,42.29,"Low Engagement"
"STU01715","Dito Maulana",5,49.60,"Low Engagement"
"STU00544","Mega Wulandari",3,35.00,"Low Engagement"
"STU01446","Rizky Wibowo",11,45.64,"At Risk"
"STU01434","Mega Santoso",0,0.00,"Inactive"
"STU01938","Ratna Lestari",1,2.00,"Low Engagement"
"STU02390","Galih Lestari",0,0.00,"Inactive"
"STU00703","Fitri Hapsari",5,56.80,"Low Engagement"
"STU01805","Yuni Damayanti",1,37.00,"Low Engagement"
"STU02911","Bayu Kusuma",3,22.00,"Low Engagement"
"STU01380","Putra Cahyani",1,100.00,"Focused Learner"
"STU02381","Dito Cahyani",1,3.00,"Low Engagement"
"STU00371","Arif Lestari",2,19.50,"Low Engagement"
"STU02159","Nita Hidayat",1,26.00,"Low Engagement"
"STU01977","Fajar Damayanti",3,73.67,"Low Engagement"
"STU01435","Nita Anggraini",2,53.50,"Low Engagement"
"STU01091","Reno Lestari",0,0.00,"Inactive"
"STU01390","Indah Iskandar",1,30.00,"Low Engagement"
"STU01686","Citra Hakim",3,99.33,"Focused Learner"
"STU01409","Indah Maulana",6,72.17,"Low Engagement"
"STU01414","Bagus Rahmawati",2,32.00,"Low Engagement"
"STU01269","Fajar Mahendra",3,75.67,"Low Engagement"
"STU02436","Dimas Mahendra",3,37.33,"Low Engagement"
"STU02207","Yoga Pertiwi",3,59.67,"Low Engagement"
"STU02017","Dimas Hakim",5,50.60,"Low Engagement"
"STU01832","Vina Kusuma",6,24.50,"Low Engagement"
"STU01637","Iqbal Pramudita",6,35.33,"Low Engagement"
"STU00916","Sinta Lestari",3,43.33,"Low Engagement"
"STU01825","Hadi Nugroho",0,0.00,"Inactive"
"STU01781","Bayu Anggara",0,0.00,"Inactive"
"STU00012","Intan Hapsari",3,6.67,"Low Engagement"
"STU02779","Dito Pertiwi",6,79.67,"Low Engagement"
"STU02267","Permata Cahyani",11,60.18,"At Risk"
"STU01053","Kirana Kurniawan",10,39.40,"At Risk"
"STU01892","Sinta Yusuf",0,0.00,"Inactive"
"STU02079","Adi Saputra",4,67.00,"Low Engagement"
"STU00855","Eko Iskandar",3,58.67,"Low Engagement"
"STU00289","Ayu Nugroho",2,27.50,"Low Engagement"
"STU02549","Dewi Hidayat",6,66.00,"Low Engagement"
"STU00853","Sinta Setiawan",2,53.50,"Low Engagement"
"STU02640","Indah Iskandar",0,0.00,"Inactive"
"STU01810","Arif Cahyani",3,97.67,"Focused Learner"
"STU02957","Wahyu Cahyani",5,34.80,"Low Engagement"
"STU02190","Iqbal Pertiwi",5,44.40,"Low Engagement"
"STU00477","Luthfi Iskandar",3,90.00,"Focused Learner"
"STU00292","Nadia Cahyani",2,50.50,"Low Engagement"
"STU01331","Fitri Rahmawati",3,65.33,"Low Engagement"
"STU02598","Ayu Putra",1,100.00,"Focused Learner"
"STU02831","Tia Lestari",2,56.00,"Low Engagement"
"STU02971","Andi Putra",6,61.00,"Low Engagement"
"STU01521","Lestari Hakim",6,23.33,"Low Engagement"
"STU00225","Fajar Kurniawan",2,68.00,"Low Engagement"
"STU02379","Siti Nugroho",3,99.67,"Focused Learner"
"STU00324","Indah Setyowati",3,56.33,"Low Engagement"
"STU02113","Iqbal Pramudita",6,55.67,"Low Engagement"
"STU02696","Mawar Nugroho",2,100.00,"Focused Learner"
"STU01321","Aditya Iskandar",1,4.00,"Low Engagement"
"STU00389","Lestari Susanto",0,0.00,"Inactive"
"STU01601","Kirana Susanto",6,34.67,"Low Engagement"
"STU01115","Rizky Yusuf",0,0.00,"Inactive"
"STU00606","Winda Anggara",10,39.20,"At Risk"
"STU01859","Bayu Iskandar",4,83.25,"Focused Learner"
"STU00469","Fitri Rahmawati",11,73.00,"At Risk"
"STU01718","Wahyu Susanto",7,32.57,"Low Engagement"
"STU01451","Eka Hidayat",6,50.67,"Low Engagement"
"STU00299","Andi Susanto",4,47.75,"Low Engagement"
"STU00089","Aditya Setyowati",3,49.33,"Low Engagement"
"STU00117","Hana Wibowo",1,66.00,"Low Engagement"
"STU02679","Ayu Hakim",11,62.18,"At Risk"
"STU02540","Hendra Santoso",1,71.00,"Low Engagement"
"STU00193","Siti Hidayat",10,45.40,"At Risk"
"STU00126","Hendra Cahyani",3,60.67,"Low Engagement"
"STU02096","Eko Permadi",1,49.00,"Low Engagement"
"STU01382","Yuni Pratama",4,64.25,"Low Engagement"
"STU00176","Eko Setyowati",1,100.00,"Focused Learner"
"STU02345","Zahra Setyowati",3,45.00,"Low Engagement"
"STU02285","Vina Wibowo",7,60.57,"Low Engagement"
"STU02467","Putri Hapsari",1,1.00,"Low Engagement"
"STU01744","Naufal Anggara",3,64.67,"Low Engagement"
"STU00505","Umi Rahmawati",6,48.83,"Low Engagement"
"STU02631","Panji Saputra",11,22.18,"At Risk"
"STU00072","Gita Anggara",2,100.00,"Focused Learner"
"STU01133","Satria Lestari",1,7.00,"Low Engagement"
"STU00229","Rizky Damayanti",2,8.50,"Low Engagement"
"STU01789","Yuni Saputra",7,80.43,"Focused Learner"
"STU01076","Siti Saputra",0,0.00,"Inactive"
"STU01171","Zahra Pramudita",0,0.00,"Inactive"
"STU01998","Hadi Hakim",2,15.00,"Low Engagement"
"STU02969","Nadia Wulandari",6,52.67,"Low Engagement"
"STU02340","Maya Yusuf",1,100.00,"Focused Learner"
"STU01107","Bayu Hakim",1,100.00,"Focused Learner"
"STU00540","Indah Hidayat",2,34.50,"Low Engagement"
"STU02907","Rizky Kusuma",4,81.50,"Focused Learner"
"STU02816","Sinta Wijaya",2,53.00,"Low Engagement"
"STU01589","Rizky Anggraini",6,37.50,"Low Engagement"
"STU00450","Nadia Pratama",2,72.00,"Low Engagement"
"STU00307","Bayu Iskandar",5,68.40,"Low Engagement"
"STU00257","Gilang Cahyani",3,32.00,"Low Engagement"
"STU01873","Winda Permadi",3,60.67,"Low Engagement"
"STU01812","Siti Hakim",4,35.00,"Low Engagement"
"STU01274","Vina Maulana",8,72.00,"At Risk"
"STU01841","Mawar Pertiwi",0,0.00,"Inactive"
"STU02217","Krisna Pramudita",0,0.00,"Inactive"
"STU00924","Ratna Kurniawan",0,0.00,"Inactive"
"STU01286","Galih Santoso",3,35.33,"Low Engagement"
"STU02814","Maya Damayanti",3,56.67,"Low Engagement"
"STU00338","Bagus Anggara",4,79.25,"Low Engagement"
"STU01050","Putri Saputra",7,52.71,"Low Engagement"
"STU01660","Putri Saputra",2,50.50,"Low Engagement"
"STU02678","Olivia Mahendra",6,47.83,"Low Engagement"
"STU01716","Gilang Yusuf",2,54.00,"Low Engagement"
"STU01532","Ferdi Kurniawan",3,23.00,"Low Engagement"
"STU02360","Indah Santoso",1,100.00,"Focused Learner"
"STU01393","Winda Hakim",4,98.00,"Focused Learner"
"STU00636","Sinta Permadi",2,51.00,"Low Engagement"
"STU01342","Siti Pramudita",11,35.82,"At Risk"
"STU01177","Satria Permadi",6,20.50,"Low Engagement"
"STU00663","Tia Setyowati",9,67.11,"At Risk"
"STU02142","Surya Setiawan",1,7.00,"Low Engagement"
"STU02061","Aditya Pertiwi",11,56.00,"At Risk"
"STU02421","Mega Putra",6,66.33,"Low Engagement"
"STU00352","Yoga Putra",11,64.00,"At Risk"
"STU00814","Bagus Anggara",0,0.00,"Inactive"
"STU00720","Ferdi Wulandari",3,6.67,"Low Engagement"
"STU02866","Intan Hidayat",1,68.00,"Low Engagement"
