"student_id","name","email","age","city","registration_date","acquisition_source","plan_type","total_enrollments"
"STU02468","Yoga Pertiwi","yoga.pertiwi391@outlook.com",44,"Medan","2023-11-28","Referral","basic",1
"STU02112","Tia Hidayat","tia.hidayat@hotmail.com",28,"Jakarta","2023-04-10","Instagram","basic",2
"STU02802","Luthfi Kusuma","luthfi.kusuma@gmail.com",22,"Jakarta","2023-06-20","Google","free",2
"STU00676","Nita Hapsari","nita.hapsari@outlook.com",21,"Jakarta","2023-03-30","Instagram","pro",2
"STU00545","Lestari Saputra","lestari.saputra@outlook.com",41,"Denpasar","2022-08-27","Instagram","basic",2
"STU01367","Fajar Rahmawati","fajar.rahmawati691@yahoo.com",20,"Semarang","2024-03-16","Instagram","basic",7
"STU02317","Nadia Wijaya","nadia.wijaya@hotmail.com",38,"Bandung","2023-11-02","Google","free",3
"STU00893","Gita Cahyani","gita.cahyani612@gmail.com",39,"Makassar","2024-10-28","Google","basic",3
"STU01464","Bayu Kusuma","bayu.kusuma@hotmail.com",21,"Medan","2024-01-12","Google","free",0
"STU02690","Indah Anggraini","indah.anggraini456@yahoo6142@gmail.com",20,"Bandung","2022-10-23","YouTube","free",0
"STU01931","Permata Hapsari","permata.hapsari612@yahoo.com",37,"Medan","2024-06-14","Google","free",0
"STU00357","Olivia Saputra","olivia.saputra430@hotmail.com",28,"Bogor","2024-07-12","Instagram","free",1
"STU02928","Mega Kurniawan","mega.kurniawan780@outlook.com",22,"Denpasar","2022-03-05","Instagram","pro",6
"STU01970","Krisna Saputra","krisna.saputra@hotmail.com",44,"Jakarta","2025-01-08","Google","free",4
"STU02099","Siti Setyowati","siti.setyowati@hotmail.com",22,"Surabaya","2022-07-25","TikTok","pro",0
"STU02233","Budi Rahmawati","budi.rahmawati96@hotmail5009@gmail.com",22,"Tangerang","2023-02-14","TikTok","free",3
"STU02557","Citra Nugroho","citra.nugroho191@hotmail.com",27,"Makassar","2023-09-03","YouTube","free",5
"STU02420","Panji Wibowo","panji.wibowo@yahoo.com",22,"Yogyakarta","2024-05-03","Instagram","free",5
"STU02124","Budi Wibowo","budi.wibowo@hotmail.com",37,"Jakarta","2022-06-02","Referral","free",2
"STU02162","Dimas Setyowati","dimas.setyowati@gmail.com",24,"Surabaya","2023-01-02","YouTube","basic",7
"STU00601","Hadi Hapsari","hadi.hapsari513@gmail4044@gmail.com",35,"Yogyakarta","2024-03-16","YouTube","free",6
"STU02965","Tia Pertiwi","tia.pertiwi663@outlook.com",36,"Bandung","2023-05-16","Instagram","free",3
"STU02088","Yoga Wijaya","yoga.wijaya430@hotmail.com",35,"Surabaya","2022-11-09","YouTube","free",11
"STU00260","Rizky Nugroho","rizky.nugroho252@hotmail.com",38,"Bandung","2024-04-04","Instagram","free",3
"STU01989","Fitri Pratama","fitri.pratama256@outlook.com",23,"Jakarta","2024-12-03","Instagram","free",2
"STU01016","Dito Kurniawan","dito.kurniawan@yahoo.com",25,"Bandung","2024-07-06","YouTube","free",0
"STU00038","Bayu Pramudita","bayu.pramudita@yahoo.com",24,"Bandung","2024-12-26","TikTok","free",3
"STU02197","Dito Damayanti","dito.damayanti@hotmail.com",26,"Malang","2024-02-24","Google","basic",2
"STU02745","Nadia Putra","nadia.putra298@hotmail.com",24,"Bekasi","2022-04-17","Google","free",2
"STU02032","Galih Nugroho","galih.nugroho407@gmail.com",22,"Medan","2023-12-03","Instagram","free",5
"STU01320","Nadia Hakim","nadia.hakim@hotmail.com",38,"Jakarta","2023-05-24","YouTube","free",6
"STU02275","Tia Iskandar","tia.iskandar@hotmail.com",32,"Malang","2022-02-24","Instagram","pro",6
"STU00175","Mega Iskandar","mega.iskandar334@gmail.com",40,"Jakarta","2025-01-05","Google","free",1
"STU01276","Ratna Pertiwi","ratna.pertiwi664@gmail.com",30,"Bandung","2023-07-03","YouTube","free",1
"STU00104","Wahyu Wijaya","wahyu.wijaya@yahoo.com",43,"Jakarta","2023-04-01","TikTok","free",3
"STU00035","Budi Setyowati","budi.setyowati@hotmail.com",38,"Jakarta","2022-08-16","Instagram","basic",3
"STU00807","Krisna Mahendra","krisna.mahendra493@yahoo.com",42,"Medan","2023-05-12","Instagram","basic",9
"STU02508","Sinta Rahmawati","sinta.rahmawati@outlook.com",38,"Bandung","2022-06-18","YouTube","free",1
"STU00485","Rahmat Cahyani","rahmat.cahyani@gmail.com",43,"Jakarta","2022-01-31","Google","free",2
"STU01378","Nita Hakim","nita.hakim@yahoo.com",45,"Jakarta","2024-06-12","YouTube","free",2
"STU01536","Mega Wulandari","mega.wulandari@outlook.com",40,"Medan","2022-07-04","YouTube","free",2
"STU02487","Dewi Mahendra","dewi.mahendra@hotmail.com",34,"Bogor","2024-04-27","TikTok","free",0
"STU01765","Galih Rahmawati","galih.rahmawati399@yahoo.com",44,"Jakarta","2024-09-07","Google","pro",5
"STU00396","Bayu Anggara","bayu.anggara@gmail.com",25,"Jakarta","2022-02-03","Google","basic",5
"STU00120","Ratna Wijaya","ratna.wijaya@hotmail.com",41,"Medan","2023-05-21","YouTube","basic",3
"STU00111","Indah Kusuma","indah.kusuma@hotmail.com",42,"Jakarta","2022-11-16","Referral","free",4
"STU00239","Sinta Kusuma","sinta.kusuma@yahoo.com",35,"Jakarta","2022-11-11","Instagram","free",5
"STU01887","Naufal Kusuma","naufal.kusuma@gmail.com",34,"Surabaya","2023-11-20","TikTok","free",0
"STU01022","Diah Mahendra","diah.mahendra260@yahoo.com",28,"Jakarta","2024-01-05","Referral","free",0
"STU01324","Nadia Permadi","nadia.permadi@hotmail.com",42,"Jakarta","2024-05-05","Google","basic",11
"STU02703","Ayu Damayanti","ayu.damayanti@yahoo3871@gmail.com",38,"Denpasar","2024-12-20","Referral","free",2
"STU00032","Bagus Iskandar","bagus.iskandar@outlook.com",19,"Malang","2022-03-02","Referral","free",0
"STU01569","Fajar Lestari","fajar.lestari657@yahoo.com",33,"Bandung","2022-12-14","TikTok","free",4
"STU02378","Siti Anggara","siti.anggara460@yahoo.com",42,"Bandung","2024-05-13","Instagram","free",3
"STU02028","Budi Hapsari","budi.hapsari@outlook.com",45,"Makassar","2023-07-27","Instagram","pro",7
"STU00696","Reza Kusuma","reza.kusuma@yahoo.com",28,"Yogyakarta","2022-09-29","YouTube","free",0
"STU00847","Mawar Mahendra","mawar.mahendra176@gmail.com",35,"Jakarta","2024-07-07","Google","basic",3
"STU00839","Olivia Hapsari","olivia.hapsari13@outlook.com",25,"Bandung","2022-02-12","Referral","basic",1
"STU02052","Umi Pratama","umi.pratama978@gmail.com",30,"Surabaya","2022-11-08","TikTok","free",3
"STU01817","Sari Rahmawati","sari.rahmawati309@yahoo.com",39,"Jakarta","2024-07-12","Google","basic",5
"STU02572","Sinta Hakim","sinta.hakim580@hotmail.com",36,"Bandung","2023-04-30","Referral","free",2
"STU02114","Kirana Pratama","kirana.pratama@outlook.com",43,"Medan","2023-12-22","Google","free",1
"STU01424","Nadia Permadi","nadia.permadi585@gmail.com",28,"Jakarta","2022-10-19","TikTok","pro",6
"STU00856","Ratna Kusuma","ratna.kusuma352@yahoo.com",21,"Medan","2023-09-30","TikTok","free",11
"STU00194","Reza Maulana","reza.maulana@outlook.com",36,"Semarang","2024-09-29","Referral","basic",1
"STU01135","Olivia Lestari","olivia.lestari160@outlook.com",43,"Surabaya","2023-05-18","Google","free",3
"STU02953","Ratna Hidayat","ratna.hidayat@gmail.com",45,"Bandung","2024-06-06","YouTube","free",2
"STU02446","Satria Putra","satria.putra@hotmail.com",19,"Jakarta","2022-12-22","Referral","free",3
"STU02000","Kirana Cahyani","kirana.cahyani@yahoo.com",45,"Malang","2024-10-02","Instagram","free",3
"STU01421","Hadi Santoso","hadi.santoso@hotmail.com",23,"Bandung","2023-02-22","Referral","pro",6
"STU02590","Zahra Hakim","zahra.hakim411@gmail.com",27,"Makassar","2022-06-20","Referral","free",2
"STU02842","Andi Nugroho","andi.nugroho836@yahoo.com",30,"Medan","2023-09-02","Instagram","free",0
"STU00810","Gilang Cahyani","gilang.cahyani146@outlook5465@gmail.com",18,"Yogyakarta","2022-08-29","Google","free",0
"STU01742","Gita Nugroho","gita.nugroho@hotmail3185@gmail.com",24,"Jakarta","2024-08-16","Google","free",2
"STU01575","Gita Kusuma","gita.kusuma@gmail.com",44,"Bandung","2024-05-20","Instagram","free",8
"STU01349","Dito Hidayat","dito.hidayat168@gmail.com",30,"Bandung","2022-08-19","Instagram","free",2
"STU01514","Dewi Kusuma","dewi.kusuma@yahoo.com",23,"Surabaya","2024-09-25","TikTok","free",6
"STU00022","Mawar Pramudita","mawar.pramudita@yahoo.com",22,"Bogor","2024-08-19","YouTube","pro",6
"STU00975","Yoga Cahyani","yoga.cahyani907@yahoo.com",34,"Jakarta","2024-10-29","Google","basic",11
"STU01436","Reza Iskandar","reza.iskandar72@yahoo.com",19,"Semarang","2023-11-10","Instagram","free",0
"STU02273","Ferdi Anggraini","ferdi.anggraini@yahoo.com",20,"Jakarta","2023-05-02","Instagram","basic",3
"STU02552","Maya Damayanti","maya.damayanti@yahoo.com",23,"Jakarta","2022-12-27","TikTok","basic",2
"STU01559","Arif Damayanti","arif.damayanti592@outlook.com",32,"Yogyakarta","2022-01-28","Google","free",2
"STU02235","Indah Anggara","indah.anggara@hotmail6984@gmail.com",42,"Surabaya","2022-03-06","Google","basic",3
"STU02510","Siti Susanto","siti.susanto166@yahoo.com",20,"Jakarta","2024-11-17","Instagram","pro",3
"STU01370","Mawar Permadi","mawar.permadi@outlook3953@gmail.com",31,"Jakarta","2025-01-14","Organic","free",11
"STU00040","Umi Nugroho","umi.nugroho55@outlook.com",45,"Jakarta","2022-09-16","Referral","free",3
"STU02193","Eko Setiawan","eko.setiawan@outlook.com",38,"Denpasar","2022-07-10","Google","free",7
"STU01504","Zahra Lestari","zahra.lestari@gmail.com",35,"Jakarta","2024-03-28","YouTube","free",7
"STU02864","Bayu Pratama","bayu.pratama549@yahoo.com",29,"Yogyakarta","2023-04-29","YouTube","free",1
"STU01011","Indah Pratama","indah.pratama743@yahoo.com",32,"Bekasi","2025-02-15","Instagram","free",6
"STU00751","Ratna Pratama","ratna.pratama789@gmail.com",45,"Medan","2023-10-05","Google","free",3
"STU00671","Luthfi Putra","luthfi.putra@outlook.com",37,"Jakarta","2024-11-18","Organic","basic",2
"STU01889","Ayu Santoso","ayu.santoso@outlook.com",42,"Bekasi","2022-08-11","Google","free",3
"STU01704","Dimas Hapsari","dimas.hapsari254@outlook.com",20,"Bandung","2024-03-03","Instagram","basic",5
"STU01582","Mawar Anggraini","mawar.anggraini491@gmail.com",26,"Bandung","2024-07-09","Instagram","pro",1
"STU01098","Lestari Ramadhan","lestari.ramadhan376@outlook.com",33,"Jakarta","2022-11-20","YouTube","free",3
"STU01794","Galih Ramadhan","galih.ramadhan542@yahoo.com",32,"Makassar","2024-04-26","Google","basic",0
"STU01017","Bagus Wijaya","bagus.wijaya@hotmail.com",35,"Jakarta","2024-09-27","Instagram","free",2
"STU00890","Vina Pramudita","vina.pramudita@gmail.com",35,"Bandung","2024-10-16","YouTube","free",1
"STU02760","Olivia Permadi","olivia.permadi@yahoo.com",43,"Jakarta","2022-11-16","Referral","basic",3
"STU00375","Arif Wijaya","arif.wijaya@hotmail.com",19,"Yogyakarta","2023-07-17","Instagram","basic",3
"STU02211","Sinta Maulana","sinta.maulana@yahoo.com",42,"Jakarta","2023-10-19","Google","free",0
"STU02583","Permata Pratama","permata.pratama@yahoo.com",24,"Surabaya","2023-11-05","YouTube","free",5
"STU02559","Indah Cahyani","indah.cahyani830@outlook.com",25,"Jakarta","2024-06-14","Google","basic",3
"STU00481","Krisna Hapsari","krisna.hapsari@hotmail.com",39,"Bandung","2022-02-07","Google","free",10
"STU02536","Panji Anggraini","panji.anggraini15@outlook.com",27,"Jakarta","2023-05-15","TikTok","free",7
"STU01045","Naufal Saputra","naufal.saputra498@yahoo.com",18,"Surabaya","2024-03-04","Instagram","free",1
"STU02208","Krisna Setiawan","krisna.setiawan@hotmail.com",29,"Medan","2022-07-15","Instagram","free",1
"STU01297","Wahyu Nugroho","wahyu.nugroho@gmail.com",25,"Semarang","2024-02-12","Google","basic",6
"STU00232","Aditya Pramudita","aditya.pramudita42@gmail.com",19,"Jakarta","2023-10-21","YouTube","basic",1
"STU00803","Dito Setiawan","dito.setiawan@yahoo.com",44,"Bandung","2022-11-08","Instagram","pro",0
"STU02137","Ayu Pratama","ayu.pratama@gmail.com",44,"Semarang","2024-10-21","Referral","basic",2
"STU00270","Putra Setiawan","putra.setiawan@yahoo.com",21,"Malang","2023-08-01","YouTube","free",4
"STU00215","Rahmat Hidayat","rahmat.hidayat@gmail.com",22,"Medan","2023-05-28","Instagram","basic",7
"STU01141","Krisna Susanto","krisna.susanto@gmail.com",31,"Malang","2024-04-11","Google","free",3
"STU01001","Reno Iskandar","reno.iskandar@outlook.com",32,"Jakarta","2022-04-22","Instagram","free",6
"STU02059","Ratna Kurniawan","ratna.kurniawan145@outlook.com",22,"Bandung","2022-02-07","TikTok","basic",4
"STU00857","Indah Anggraini","indah.anggraini@outlook.com",33,"Jakarta","2022-07-05","YouTube","free",0
"STU02358","Eka Cahyani","eka.cahyani633@outlook.com",41,"Denpasar","2023-05-15","Instagram","free",5
"STU01902","Adi Kurniawan","adi.kurniawan@gmail.com",42,"Jakarta","2024-06-29","YouTube","free",2
"STU02675","Luthfi Iskandar","luthfi.iskandar89@outlook.com",33,"Jakarta","2025-01-26","Referral","free",3
"STU01653","Aditya Hidayat","aditya.hidayat884@yahoo.com",29,"Malang","2023-06-16","Instagram","basic",4
"STU01263","Indah Saputra","indah.saputra@yahoo.com",37,"Denpasar","2025-01-10","Instagram","free",3
"STU02893","Rizky Hakim","rizky.hakim@outlook7961@gmail.com",21,"Yogyakarta","2024-11-28","Instagram","free",0
"STU02040","Tia Anggraini","tia.anggraini622@hotmail.com",26,"Bandung","2024-09-07","YouTube","free",2
"STU00443","Dimas Saputra","dimas.saputra619@gmail.com",34,"Surabaya","2022-07-18","Referral","basic",3
"STU00775","Yuni Kusuma","yuni.kusuma988@outlook.com",41,"Yogyakarta","2023-10-25","Instagram","free",2
"STU02026","Reza Saputra","reza.saputra554@hotmail.com",36,"Surabaya","2022-03-26","YouTube","free",3
"STU00064","Dito Hakim","dito.hakim847@hotmail.com",18,"Bandung","2023-01-18","TikTok","basic",1
"STU00869","Sari Hapsari","sari.hapsari@outlook.com",19,"Medan","2024-09-10","Instagram","free",0
"STU00184","Ferdi Hidayat","ferdi.hidayat@gmail.com",25,"Surabaya","2022-03-17","Instagram","free",6
"STU02290","Dewi Rahmawati","dewi.rahmawati@yahoo.com",31,"Surabaya","2023-02-03","Instagram","free",6
"STU00737","Aditya Maulana","aditya.maulana@hotmail.com",42,"Jakarta","2023-07-06","Instagram","pro",0
"STU02629","Mega Hidayat","mega.hidayat@outlook.com",33,"Palembang","2025-02-13","TikTok","free",3
"STU02470","Bayu Anggara","bayu.anggara@yahoo.com",38,"Yogyakarta","2024-08-28","Organic","free",11
"STU00237","Bagus Cahyani","bagus.cahyani@gmail.com",36,"Jakarta","2023-01-26","Google","free",4
"STU02252","Yuni Mahendra","yuni.mahendra425@hotmail.com",22,"Jakarta","2024-03-05","Google","basic",0
"STU02172","Bayu Anggara","bayu.anggara@hotmail.com",23,"Medan","2025-01-12","YouTube","free",3
"STU00985","Putri Wulandari","putri.wulandari156@gmail.com",34,"Jakarta","2022-12-01","Instagram","basic",6
"STU01587","Ferdi Iskandar","ferdi.iskandar@yahoo.com",23,"Surabaya","2022-10-26","Instagram","free",0
"STU01888","Reno Rahmawati","reno.rahmawati@hotmail.com",23,"Denpasar","2024-03-25","Organic","free",1
"STU02863","Fajar Santoso","fajar.santoso62@gmail.com",35,"Medan","2023-09-28","TikTok","pro",0
"STU00771","Putra Cahyani","putra.cahyani@yahoo1587@gmail.com",43,"Jakarta","2024-11-04","Instagram","free",2
"STU00311","Tia Pramudita","tia.pramudita@yahoo.com",21,"Jakarta","2024-09-26","Instagram","free",11
"STU02488","Arif Susanto","arif.susanto457@gmail.com",43,"Jakarta","2024-09-24","Google","pro",5
"STU00725","Putri Kusuma","putri.kusuma556@yahoo.com",37,"Makassar","2024-09-24","YouTube","free",2
"STU02925","Nadia Rahmawati","nadia.rahmawati175@outlook.com",21,"Jakarta","2024-12-11","Google","free",5
"STU00045","Iqbal Damayanti","iqbal.damayanti224@outlook.com",31,"Malang","2024-02-12","Referral","free",10
"STU02187","Ratna Hapsari","ratna.hapsari199@yahoo.com",24,"Bandung","2022-11-29","YouTube","free",5
"STU00827","Wahyu Pertiwi","wahyu.pertiwi@outlook.com",41,"Medan","2024-04-01","Google","basic",0
"STU00098","Intan Rahmawati","intan.rahmawati@gmail.com",25,"Surabaya","2022-02-13","Google","basic",0
"STU01010","Gita Wulandari","gita.wulandari@yahoo.com",21,"Jakarta","2022-03-04","Google","free",1
"STU01527","Aditya Setiawan","aditya.setiawan@outlook9214@gmail.com",34,"Medan","2022-07-13","Instagram","free",9
"STU01543","Budi Yusuf","budi.yusuf@outlook.com",43,"Bandung","2022-10-06","Instagram","free",6
"STU02178","Hadi Damayanti","hadi.damayanti@outlook.com",44,"Jakarta","2022-01-06","Referral","basic",2
"STU02818","Surya Wijaya","surya.wijaya757@hotmail2424@gmail.com",45,"Medan","2023-10-07","Google","free",6
"STU02212","Ratna Hapsari","ratna.hapsari@gmail8421@gmail.com",26,"Bekasi","2024-03-25","Google","free",4
"STU01165","Dewi Pertiwi","dewi.pertiwi370@outlook.com",43,"Medan","2024-02-03","Google","basic",6
"STU00226","Sari Kusuma","sari.kusuma@gmail.com",40,"Jakarta","2024-10-25","Google","free",3
"STU01481","Indah Hidayat","indah.hidayat@gmail.com",18,"Bandung","2024-06-10","Google","free",0
"STU02637","Fajar Setyowati","fajar.setyowati@hotmail.com",26,"Surabaya","2023-05-06","Referral","free",3
"STU01844","Mega Anggraini","mega.anggraini645@yahoo.com",37,"Semarang","2022-11-06","Instagram","free",2
"STU02284","Indah Permadi","indah.permadi170@hotmail.com",35,"Bandung","2022-12-23","Referral","basic",0
"STU00732","Indah Setiawan","indah.setiawan443@outlook.com",21,"Bandung","2024-06-26","YouTube","pro",3
"STU00368","Indah Pramudita","indah.pramudita524@outlook.com",36,"Surabaya","2024-04-19","Instagram","pro",5
"STU02959","Siti Pramudita","siti.pramudita@outlook.com",28,"Denpasar","2022-02-04","Google","free",2
"STU01189","Citra Rahmawati","citra.rahmawati922@gmail.com",19,"Jakarta","2024-07-16","Instagram","basic",2
"STU02799","Bagus Maulana","bagus.maulana641@gmail.com",33,"Jakarta","2023-07-18","Instagram","pro",1
"STU01252","Zahra Rahmawati","zahra.rahmawati@yahoo.com",19,"Semarang","2024-11-26","Organic","free",6
"STU01057","Umi Putra","umi.putra487@hotmail.com",33,"Makassar","2023-03-15","Instagram","basic",4
"STU00905","Diah Rahmawati","diah.rahmawati@yahoo.com",32,"Jakarta","2025-01-03","Referral","free",6
"STU01570","Arif Damayanti","arif.damayanti@hotmail.com",39,"Yogyakarta","2022-12-14","Organic","basic",1
"STU01881","Wahyu Permadi","wahyu.permadi99@gmail.com",28,"Surabaya","2022-04-06","Instagram","free",5
"STU02632","Maya Wibowo","maya.wibowo341@yahoo.com",43,"Surabaya","2024-11-11","Referral","free",7
"STU01715","Dito Maulana","dito.maulana@gmail.com",35,"Jakarta","2024-10-06","Google","free",5
"STU00544","Mega Wulandari","mega.wulandari724@gmail.com",32,"Jakarta","2024-06-04","Google","basic",3
"STU01446","Rizky Wibowo","rizky.wibowo284@yahoo.com",19,"Denpasar","2023-02-07","Instagram","free",11
"STU01434","Mega Santoso","mega.santoso@outlook.com",26,"Surabaya","2023-06-04","Referral","basic",0
"STU01938","Ratna Lestari","ratna.lestari333@yahoo.com",23,"Surabaya","2023-09-18","Instagram","basic",1
"STU02390","Galih Lestari","galih.lestari@yahoo.com",25,"Medan","2024-09-06","YouTube","free",0
"STU00703","Fitri Hapsari","fitri.hapsari150@outlook.com",42,"Jakarta","2022-08-17","Instagram","free",5
"STU01805","Yuni Damayanti","yuni.damayanti@yahoo.com",27,"Jakarta","2024-04-25","Google","free",1
"STU02911","Bayu Kusuma","bayu.kusuma@yahoo.com",37,"Jakarta","2022-11-12","Referral","free",3
"STU01380","Putra Cahyani","putra.cahyani659@outlook.com",39,"Semarang","2024-12-09","Instagram","free",1
"STU02381","Dito Cahyani","dito.cahyani@gmail.com",31,"Bogor","2024-10-14","YouTube","free",1
"STU00371","Arif Lestari","arif.lestari149@outlook.com",21,"Jakarta","2022-01-20","Instagram","basic",2
"STU02159","Nita Hidayat","nita.hidayat@gmail.com",31,"Bandung","2022-12-03","Referral","free",1
"STU01977","Fajar Damayanti","fajar.damayanti@hotmail.com",27,"Surabaya","2022-10-03","Instagram","basic",3
"STU01435","Nita Anggraini","nita.anggraini@yahoo.com",32,"Jakarta","2024-06-17","Instagram","free",2
"STU01091","Reno Lestari","reno.lestari@outlook.com",28,"Jakarta","2022-02-12","Google","free",0
"STU01390","Indah Iskandar","indah.iskandar969@yahoo.com",45,"Palembang","2023-04-01","Instagram","free",1
"STU01686","Citra Hakim","citra.hakim@outlook.com",36,"Medan","2024-08-07","Instagram","free",3
"STU01409","Indah Maulana","indah.maulana981@gmail.com",20,"Bogor","2024-05-26","Referral","free",6
"STU01414","Bagus Rahmawati","bagus.rahmawati@yahoo.com",39,"Medan","2022-07-25","Referral","free",2
"STU01269","Fajar Mahendra","fajar.mahendra276@yahoo.com",28,"Bandung","2024-01-27","YouTube","free",3
"STU02436","Dimas Mahendra","dimas.mahendra923@outlook.com",41,"Medan","2024-07-09","YouTube","basic",3
"STU02207","Yoga Pertiwi","yoga.pertiwi505@hotmail9513@gmail.com",24,"Jakarta","2023-03-04","Instagram","pro",3
"STU02017","Dimas Hakim","dimas.hakim@gmail.com",19,"Bandung","2023-01-30","Instagram","free",5
"STU01832","Vina Kusuma","vina.kusuma30@yahoo.com",26,"Bandung","2022-09-27","YouTube","pro",6
"STU01637","Iqbal Pramudita","iqbal.pramudita995@outlook.com",32,"Yogyakarta","2023-06-09","Instagram","free",6
"STU00916","Sinta Lestari","sinta.lestari@yahoo.com",38,"Jakarta","2024-04-03","YouTube","free",3
"STU01825","Hadi Nugroho","hadi.nugroho@yahoo.com",18,"Yogyakarta","2022-10-07","YouTube","free",0
"STU01781","Bayu Anggara","bayu.anggara@outlook9549@gmail.com",34,"Medan","2024-12-31","Referral","free",0
"STU00012","Intan Hapsari","intan.hapsari75@hotmail.com",42,"Jakarta","2022-07-15","TikTok","basic",3
"STU02779","Dito Pertiwi","dito.pertiwi@hotmail8246@gmail.com",24,"Jakarta","2024-07-06","Referral","free",6
"STU02267","Permata Cahyani","permata.cahyani192@gmail1242@gmail.com",30,"Jakarta","2022-11-30","Referral","free",11
"STU01053","Kirana Kurniawan","kirana.kurniawan@yahoo.com",36,"Medan","2024-04-26","Referral","free",10
"STU01892","Sinta Yusuf","sinta.yusuf@gmail.com",34,"Jakarta","2024-09-03","Google","free",0
"STU02079","Adi Saputra","adi.saputra8@outlook.com",33,"Jakarta","2023-02-24","Instagram","free",4
"STU00855","Eko Iskandar","eko.iskandar@hotmail.com",43,"Denpasar","2024-04-14","YouTube","free",3
"STU00289","Ayu Nugroho","ayu.nugroho658@gmail.com",37,"Bandung","2022-12-22","Instagram","free",2
"STU02549","Dewi Hidayat","dewi.hidayat263@outlook.com",41,"Jakarta","2022-10-18","YouTube","free",6
"STU00853","Sinta Setiawan","sinta.setiawan@yahoo.com",37,"Jakarta","2023-01-03","Instagram","free",2
"STU02640","Indah Iskandar","indah.iskandar@gmail.com",44,"Bandung","2024-05-08","YouTube","free",0
"STU01810","Arif Cahyani","arif.cahyani@outlook.com",45,"Bandung","2024-03-16","YouTube","basic",3
"STU02957","Wahyu Cahyani","wahyu.cahyani@hotmail8151@gmail.com",39,"Medan","2023-08-23","Referral","pro",5
"STU02190","Iqbal Pertiwi","iqbal.pertiwi613@hotmail.com",28,"Denpasar","2022-10-02","Instagram","free",5
"STU00477","Luthfi Iskandar","luthfi.iskandar@gmail.com",29,"Yogyakarta","2022-05-25","Referral","free",3
"STU00292","Nadia Cahyani","nadia.cahyani634@gmail.com",25,"Bekasi","2024-03-14","Referral","free",2
"STU01331","Fitri Rahmawati","fitri.rahmawati850@yahoo.com",18,"Jakarta","2025-02-24","Google","basic",3
"STU02598","Ayu Putra","ayu.putra@gmail.com",36,"Medan","2023-09-26","Instagram","free",1
"STU02831","Tia Lestari","tia.lestari465@gmail.com",42,"Jakarta","2024-05-05","Google","free",2
"STU02971","Andi Putra","andi.putra697@outlook3561@gmail.com",38,"Jakarta","2023-06-13","Google","free",6
"STU01521","Lestari Hakim","lestari.hakim@gmail.com",34,"Jakarta","2023-03-31","Google","free",6
"STU00225","Fajar Kurniawan","fajar.kurniawan@outlook.com",40,"Surabaya","2023-05-22","TikTok","free",2
"STU02379","Siti Nugroho","siti.nugroho819@gmail.com",29,"Tangerang","2024-10-29","Instagram","free",3
"STU00324","Indah Setyowati","indah.setyowati917@hotmail.com",28,"Denpasar","2023-09-01","Instagram","basic",3
"STU02113","Iqbal Pramudita","iqbal.pramudita@gmail.com",18,"Jakarta","2023-01-08","Referral","free",6
"STU02696","Mawar Nugroho","mawar.nugroho@hotmail.com",28,"Yogyakarta","2024-02-24","TikTok","basic",2
"STU01321","Aditya Iskandar","aditya.iskandar22@outlook.com",36,"Yogyakarta","2023-02-03","Instagram","free",1
"STU00389","Lestari Susanto","lestari.susanto@hotmail.com",25,"Jakarta","2022-07-08","Organic","free",0
"STU01601","Kirana Susanto","kirana.susanto629@outlook.com",42,"Surabaya","2024-08-19","YouTube","free",6
"STU01115","Rizky Yusuf","rizky.yusuf@outlook.com",21,"Jakarta","2024-04-24","Google","free",0
"STU00606","Winda Anggara","winda.anggara@outlook.com",41,"Surabaya","2024-05-18","Google","free",10
"STU01859","Bayu Iskandar","bayu.iskandar74@outlook.com",45,"Semarang","2024-04-20","Organic","free",4
"STU00469","Fitri Rahmawati","fitri.rahmawati73@gmail.com",22,"Makassar","2024-11-25","YouTube","free",11
"STU01718","Wahyu Susanto","wahyu.susanto@yahoo.com",41,"Bandung","2023-07-31","YouTube","free",7
"STU01451","Eka Hidayat","eka.hidayat186@gmail.com",21,"Bekasi","2022-03-07","Instagram","free",6
"STU00299","Andi Susanto","andi.susanto317@gmail.com",29,"Semarang","2023-08-02","TikTok","pro",4
"STU00089","Aditya Setyowati","aditya.setyowati686@gmail.com",25,"Semarang","2022-07-17","YouTube","basic",3
"STU00117","Hana Wibowo","hana.wibowo@gmail.com",31,"Surabaya","2022-03-21","TikTok","basic",1
"STU02679","Ayu Hakim","ayu.hakim160@gmail.com",45,"Medan","2022-10-10","YouTube","basic",11
"STU02540","Hendra Santoso","hendra.santoso107@gmail8060@gmail.com",43,"Yogyakarta","2025-01-28","Instagram","pro",1
"STU00193","Siti Hidayat","siti.hidayat993@yahoo.com",30,"Bandung","2022-08-04","YouTube","free",10
"STU00126","Hendra Cahyani","hendra.cahyani767@hotmail.com",40,"Jakarta","2023-09-23","Instagram","free",3
"STU02096","Eko Permadi","eko.permadi793@gmail.com",29,"Bandung","2022-07-21","Google","free",1
"STU01382","Yuni Pratama","yuni.pratama@outlook.com",42,"Denpasar","2024-03-10","Referral","free",4
"STU00176","Eko Setyowati","eko.setyowati@hotmail.com",35,"Bandung","2025-01-03","TikTok","basic",1
"STU02345","Zahra Setyowati","zahra.setyowati@outlook444@gmail.com",39,"Jakarta","2024-06-29","YouTube","free",3
"STU02285","Vina Wibowo","vina.wibowo@outlook.com",42,"Jakarta","2022-03-03","Instagram","free",7
